"scientific_name","family","gbif_rec"
"Siparuna subscandens A.C.Sm.","Siparunaceae","6"
"Ipomoea hederacea Jacq.","Convolvulaceae","6"
"Tephrosia cinerea (L.) Pers.","Fabaceae","6"
"Terminalia buceras (L.) C.Wright","Combretaceae","6"
"Passiflora bauhiniifolia Kunth","Passifloraceae","6"
"Prestoea pubens H.E.Moore","Arecaceae","6"
"Muehlenbeckia tamnifolia (Kunth) Meisn.","Polygonaceae","6"
"Asplenium volubile N.Murak. & R.C.Moran","Aspleniaceae","6"
"Vismia lauriformis (Lam.) Choisy","Hypericaceae","6"
"Valeriana L.","Caprifoliaceae","6"
"Asplenium theciferum (Kunth) Mett.","Aspleniaceae","6"
"Hypnum cupressiforme var. lacunosum Brid.","Hypnaceae","6"
"Conobea scoparioides (Cham. & Schltdl.) Benth.","Plantaginaceae","6"
"Elaphoglossum erinaceum (Fée) T.Moore","Dryopteridaceae","6"
"Gleichenia bifida (Willd.) Spreng.","Gleicheniaceae","6"
"Simarouba Aubl.","Simaroubaceae","6"
"Cyrtochilum pardinum Lindl.","Orchidaceae","6"
"Jatropha gossypiifolia var. staphysagriifolia (Mill.) Müll.Arg.","Euphorbiaceae","6"
"Ceiba samauma (Mart. & Zucc.) Schum.","Malvaceae","6"
"Calatola","Icacinaceae","6"
"Thelypteris andreana (Sodiro) C.V.Morton","Thelypteridaceae","6"
"Dacryodes amplectans Daly & M.C.Martínez","Burseraceae","6"
"Asplenium cristatum Lam.","Aspleniaceae","6"
"Inga cayennensis Sagot ex Benth.","Fabaceae","6"
"SH1306889.09FU","Cyperaceae","6"
"Asplenium auriculatum Sw.","Aspleniaceae","6"
"Asplenium alatum Humb. & Bonpl. ex Willd.","Aspleniaceae","6"
"Phytolacca sanguinea H.Walter","Phytolaccaceae","6"
"Munnozia senecionidis Benth.","Asteraceae","6"
"Passiflora mollissima (Kunth) L.H.Bailey","Passifloraceae","6"
"Himatanthus bracteatus (A.DC.) Woodson","Apocynaceae","6"
"Vernonia brachiata Benth.","Asteraceae","6"
"Adiantum urophyllum Hook.","Pteridaceae","6"
"Erythrina crista-galli L.","Fabaceae","6"
"Elaphoglossum lloense (Hook.) T.Moore","Dryopteridaceae","6"
"Arthrostemma ciliatum Ruiz & Pav.","Melastomataceae","6"
"Theobroma L.","Malvaceae","6"
"Dalechampia scandens L.","Euphorbiaceae","6"
"Sessea Ruiz & Pav.","Solanaceae","6"
"Ananas comosus (L.) Merr.","Bromeliaceae","6"
"Damburneya Raf.","Lauraceae","6"
"Annona mucosa Jacq.","Annonaceae","6"
"Thespesia populnea (L.) Sol. ex Corrêa","Malvaceae","6"
"Chamaedorea christinae Hodel","Arecaceae","6"
"Sambucus nigra L.","Viburnaceae","6"
"Jatropha gossypiifolia L.","Euphorbiaceae","6"
"Lophiaris Raf.","Orchidaceae","6"
"Marila laxiflora Rusby","Calophyllaceae","6"
"Calliandra trinervia Benth.","Fabaceae","6"
"Urvillea ulmacea Kunth","Sapindaceae","6"
"Lonchocarpus sericeus (Poir.) Kunth ex DC.","Fabaceae","6"
"Phyllanthus symphoricarpoides Kunth","Phyllanthaceae","6"
"Phyllanthus stipulatus (Raf.) G.L.Webster","Phyllanthaceae","6"
"Calliandra trinervia var. carbonaria (Benth.) Barneby","Fabaceae","6"
"Abarema Pittier","Fabaceae","6"
"Commelina erecta L.","Commelinaceae","6"
"Citrullus lanatus (Thunb.) Matsum. & Nakai","Cucurbitaceae","6"
"Callisia repens (Jacq.) L.","Commelinaceae","6"
"Protium macrophyllum (Kunth) Engl.","Burseraceae","6"
"Tibouchina silvestris Todzia & Almeda","Melastomataceae","6"
"Columnea sulcata L.E.Skog & L.P.Kvist","Gesneriaceae","6"
"Vaccinium corymbodendron Ruiz & Pav. ex Dunal","Ericaceae","6"
"Allophylus racemosus Sw.","Sapindaceae","6"
"Dendrophthora Eichler","Viscaceae","6"
"Geonoma pinnatifrons Willd.","Arecaceae","6"
"Oxalis hedysaroides Kunth","Oxalidaceae","6"
"Phoradendron woodsonii Trel.","Viscaceae","6"
"Mimosa quitensis Benth.","Fabaceae","6"
"Zygia P.Browne","Fabaceae","6"
"Nectandra macrophylla (Kunth) Nees","Lauraceae","6"
"Elaphoglossum pygmaeum (Mett.) Christ","Dryopteridaceae","6"
"Aegiphila vallensis Moldenke","Lamiaceae","6"
"Zapoteca tetragona (Willd.) H.M.Hern.","Fabaceae","6"
"Virola obovata Ducke","Myristicaceae","6"
"Arachis hypogaea L.","Fabaceae","6"
"Cleome L.","Cleomaceae","6"
"Columnea nicaraguensis Oerst.","Gesneriaceae","6"
"Heliconia titanum W.J.Kress & Betancur","Heliconiaceae","6"
"Aphelandra lingua-bovis Leonard","Acanthaceae","6"
"Ronnbergia veitchii (Baker) Aguirre-Santoro","Bromeliaceae","6"
"Trichosteleum guianae (Müll.Hal.) Broth.","Sematophyllaceae","6"
"Antidaphne viscoidea Poepp. & Endl.","Santalaceae","6"
"Psammisia debilis Sleumer","Ericaceae","6"
"Pachira Aubl.","Malvaceae","6"
"Markea lopezii Hunz.","Solanaceae","6"
"Campylocentrum micranthum (Lindl.) Rolfe","Orchidaceae","6"
"Dialium guianense (Aubl.) Sandwith","Fabaceae","6"
"Topobea floribunda Gleason","Melastomataceae","6"
"Epidendrum porquerense F.Lehm. & Kraenzl.","Orchidaceae","6"
"Topobea inflata Triana","Melastomataceae","6"
"Miconia anchicayensis Gamba & Almeda","Melastomataceae","6"
"Anthurium pulchellum Engl.","Araceae","6"
"Anthurium ovatifolium Engl.","Araceae","6"
"Mendoncia orbicularis Turrill","Acanthaceae","6"
"Eragrostis Wolf","Poaceae","6"
"Psammisia pennellii A.C.Sm.","Ericaceae","6"
"Anthurium kunthii Poepp.","Araceae","6"
"Dichorisandra hexandra (Aubl.) C.B.Clarke","Commelinaceae","6"
"Tovomitopsis Planch. & Triana","Clusiaceae","6"
"Citronella silvatica Cuatrec.","Cardiopteridaceae","6"
"Rutaceae","Rutaceae","6"
"Trachypus bicolor var. viridulus (Mitt.) Zanten","Meteoriaceae","6"
"Mendoncia pennellii Leonard","Acanthaceae","6"
"Trachyxiphium guadalupense (Brid.) W.R.Buck","Pilotrichaceae","6"
"Chamaecrista Moench","Fabaceae","6"
"Dicranella perrottetii (Mont.) Mitt.","Dicranellaceae","6"
"Roupala montana Aubl.","Proteaceae","6"
"Mezobromelia capituligera (Griseb.) J.R.Grant","Bromeliaceae","6"
"Acalypha setosa A.Rich.","Euphorbiaceae","6"
"Dicranoglossum furcatum (L.) J.Sm.","Polypodiaceae","6"
"Tragia volubilis L.","Euphorbiaceae","6"
"Palicourea trianae (Standl.) C.M.Taylor","Rubiaceae","6"
"Ceroxylon alpinum Bonpl. ex DC.","Arecaceae","6"
"Melinis minutiflora P.Beauv.","Poaceae","6"
"Anthurium cupulispathum Croat & J.Rodr.","Araceae","6"
"Dicranopygium trianae Harling","Cyclanthaceae","6"
"Clavija lehmannii Mez","Primulaceae","6"
"Pseuderanthemum dawei Turrill","Acanthaceae","6"
"Graffenrieda anomala Triana","Melastomataceae","6"
"Licania durifolia Cuatrec.","Chrysobalanaceae","6"
"Laelia splendida (Schltr.) L.O.Williams","Orchidaceae","6"
"Epiphyllum phyllanthus (L.) Haw.","Cactaceae","6"
"Dictyostega orobanchoides subsp. purdieana (Benth.) Snelders & Maas","Burmanniaceae","6"
"Wedelia stuebelii Hieron.","Asteraceae","6"
"Hemionitis rufa (L.) Sw.","Pteridaceae","6"
"Epiphyllum Haw.","Cactaceae","6"
"Utricularia L.","Lentibulariaceae","6"
"Typha latifolia L.","Typhaceae","6"
"Pseudolmedia laevigata Trécul","Moraceae","6"
"Chrysophyllum colombianum (Aubrév.) T.D.Penn.","Sapotaceae","6"
"Martinella obovata (Kunth) Bureau & K.Schum.","Bignoniaceae","6"
"Dieffenbachia parlatorei Linden & André","Araceae","6"
"Langsdorffia hypogaea Mart.","Balanophoraceae","6"
"Sciodaphyllum ternatum (Cuatrec.) Lowry, G.M.Plunkett & M.M.Mora","Araliaceae","6"
"Digitalis purpurea L.","Plantaginaceae","6"
"Lantana rugulosa Kunth","Verbenaceae","6"
"Lasiacis divaricata (L.) Hitchc.","Poaceae","6"
"Dilkea acuminata Mast.","Passifloraceae","6"
"Kohleria hirsuta (Kunth) Regel","Gesneriaceae","6"
"Philodendron beniteziae Croat","Araceae","6"
"Ruellia potamophila Leonard","Acanthaceae","6"
"Trichodrymonia gibbosa (Wiehler) M.M.Mora & J.L.Clark","Gesneriaceae","6"
"Cochlidium linearifolium (Desv.) Maxon ex C.Chr.","Polypodiaceae","6"
"Guarea caulobotrys Cuatrec.","Meliaceae","6"
"Maxillaria aurea (Poepp. & Endl.) L.O.Williams","Orchidaceae","6"
"Sciodaphyllum ferrugineum (Willd. ex Schult.) Decne. & Planch.","Araliaceae","6"
"Kalanchoe ×houghtonii D.B.Ward","Crassulaceae","6"
"Phenax hirtus (Sw.) Wedd.","Urticaceae","6"
"Alnus acuminata Kunth","Betulaceae","6"
"Lellingeria major (Copel.) A.R.Sm. & R.C.Moran","Polypodiaceae","6"
"Sciodaphyllum bonitum (Cuatrec.) Lowry, G.M.Plunkett & M.M.Mora","Araliaceae","6"
"Dioicodendron dioicum (K.Schum. & K.Krause) Steyerm.","Rubiaceae","6"
"Coccocypselum P.Browne","Rubiaceae","6"
"Sciaphila purpurea Benth.","Triuridaceae","6"
"Epidendrum peperomia Rchb.f.","Orchidaceae","6"
"Liparis nervosa (Thunb.) Lindl.","Orchidaceae","6"
"Psittacanthus gigas Kuijt","Loranthaceae","6"
"Lepidaploa lehmannii (Hieron.) H.Rob.","Asteraceae","6"
"Vittaria lineata (L.) J.E.Sm.","Pteridaceae","6"
"Persicaria punctata (Elliott) Small","Polygonaceae","6"
"Rhodobryum grandifolium (Taylor) Schimp.","Bryaceae","6"
"Notopleura marginata (Benth.) Bullock","Rubiaceae","6"
"Diospyros L.","Ebenaceae","6"
"Cnidoscolus tubulosus (Müll.Arg.) I.M.Johnst.","Euphorbiaceae","6"
"Schwartzia chocoensis Gir.-Cañas","Marcgraviaceae","6"
"Psittacanthus Mart.","Loranthaceae","6"
"Persea areolatocostae (Allen) van der Werff","Lauraceae","6"
"Gustavia occidentalis Cuatrec.","Lecythidaceae","6"
"Perrottetia distichophylla Cuatrec.","Dipentodontaceae","6"
"Ocellochloa stolonifera (Poir.) Zuloaga & Morrone","Poaceae","6"
"Varronia dichotoma Ruiz & Pav.","Cordiaceae","6"
"Fleischmannia Sch.Bip.","Asteraceae","6"
"Geoffroea spinosa Jacq.","Fabaceae","6"
"Ficus macbridei Standl.","Moraceae","6"
"Diplazium roemerianum (Kunze) C.Presl","Athyriaceae","6"
"Heteranthera reniformis Ruiz & Pav.","Pontederiaceae","6"
"Chlorospatha stellasarreae Croat & L.P.Hannon","Araceae","6"
"Ischnosiphon arouma (Aubl.) Körn.","Marantaceae","6"
"Macrocnemum P.Browne","Rubiaceae","6"
"Schradera rotundata Standl. ex Steyerm.","Rubiaceae","6"
"Mimosa quadrivalvis L.","Fabaceae","6"
"Panopsis polystachya (Kunth) Kuntze","Proteaceae","6"
"Rapatea paludosa Aubl.","Rapateaceae","6"
"Diplostephium floribundum Wedd.","Asteraceae","6"
"Ichnanthus P.Beauv.","Poaceae","6"
"Peperomia urocarpa Fisch. & C.A.Mey.","Piperaceae","6"
"Panopsis Salisb.","Proteaceae","6"
"Galeandra beyrichii Rchb.f.","Orchidaceae","6"
"Myrcianthes fragrans (Sw.) McVaugh","Myrtaceae","6"
"Forsteronia acouci (Aubl.) A.DC.","Apocynaceae","6"
"Clusia venusta Little","Clusiaceae","6"
"Casearia combaymensis Tul.","Salicaceae","6"
"Neckera chilensis Schimp. ex Mont.","Neckeraceae","6"
"Ceroxylon Bonpl. ex DC.","Arecaceae","6"
"Frangula pubescens (Ruiz & Pav.) Grubov","Rhamnaceae","6"
"Mikania parviflora (Aubl.) H.Karst.","Asteraceae","6"
"Vitis tiliifolia Humb. & Bonpl. ex Roem. & Schult.","Vitaceae","6"
"Macleania pentaptera Hoerold","Ericaceae","6"
"Psychotria fortuita Standl.","Rubiaceae","6"
"Ocotea leucoxylon (Sw.) Laness.","Lauraceae","6"
"Ocotea longifolia Kunth","Lauraceae","6"
"Ditassa caucana Pittier","Apocynaceae","6"
"Ditassa R.Br.","Apocynaceae","6"
"Ocotea micans Mez","Lauraceae","6"
"Passiflora macrophylla Spruce ex Mast.","Passifloraceae","6"
"Vantanea occidentalis Cuatrec.","Humiriaceae","6"
"Ocotea olivacea A.C.Sm.","Lauraceae","6"
"Urera laciniata Goudot ex Wedd.","Urticaceae","6"
"Faramea ramosiana C.M.Taylor","Rubiaceae","6"
"Chlorocardium venenosum (Kosterm. & Pinkley) Rohwer, H.G.Richt. & van der Werff","Lauraceae","6"
"Schefflera yurumanguinis Cuatrec.","Araliaceae","6"
"Clusia monantha Cuatrec.","Clusiaceae","6"
"Ocotea smithiana O.C.Schmidt","Lauraceae","6"
"Ocotea velloziana (Meisn.) Mez","Lauraceae","6"
"Peperomia glabella (Sw.) A.Dietr.","Piperaceae","6"
"Clusia laurifolia Planch. & Triana","Clusiaceae","6"
"Faramea eurycarpa Donn.Sm.","Rubiaceae","6"
"Freziera chrysophylla Bonpl.","Pentaphylacaceae","6"
"Aetanthus (Eichler) Engl.","Loranthaceae","6"
"Sabicea villosa Willd. ex Schult.","Rubiaceae","6"
"Fagopyrum esculentum Moench","Polygonaceae","6"
"Matisia longiflora Gleason","Malvaceae","6"
"Schefflera elachystocephala Harms","Araliaceae","6"
"Evolvulus alsinoides (L.) L.","Convolvulaceae","6"
"Gurania brevisepala Cuatrec.","Cucurbitaceae","6"
"Euterpe rhodoxyla Dugand","Arecaceae","6"
"Pentacalia ellipticifolia (Hieron.) Cuatrec.","Asteraceae","6"
"Eustichia longirostris (Brid.) Brid.","Eustichiaceae","6"
"Drymonia droseroides J.L.Clark & Clavijo","Gesneriaceae","6"
"Pentacalia breviligulata (Hieron.) Cuatrec.","Asteraceae","6"
"Chionanthus Royen","Oleaceae","6"
"Catagonium brevicaudatum Müll.Hal. ex Broth.","Catagoniaceae","6"
"Hirtella mutisii Killip & Cuatrec.","Chrysobalanaceae","6"
"Mimosa pudica var. tetrandra (Humb. & Bonpl. ex Willd.) DC.","Fabaceae","6"
"Catopsis sessiliflora (Ruiz & Pav.) Mez","Bromeliaceae","6"
"Randia Houst. ex L.","Rubiaceae","6"
"Psychotria santae-rosae Standl.","Rubiaceae","6"
"Euphorbia insulana Vell.","Euphorbiaceae","6"
"Euphorbia hyssopifolia L.","Euphorbiaceae","6"
"Neckera chilensis Schimp.","Neckeraceae","6"
"Vochysia megalantha Stafleu","Vochysiaceae","6"
"Euphorbia dioeca Kunth","Euphorbiaceae","6"
"Guatteria argentea Erkens & Maas","Annonaceae","6"
"Nephrolepis Schott","Nephrolepidaceae","6"
"Centropogon pedicellaris Gleason","Campanulaceae","6"
"Dysphania ambrosioides (L.) Mosyakin & Clemants","Amaranthaceae","6"
"Pediastrum duplex Meyen","Hydrodictyaceae","6"
"Sorocea pubivena Hemsl.","Moraceae","6"
"Chaptalia nutans (L.) Pol.","Asteraceae","6"
"Podandrogyne brachycarpa (DC.) Woodson","Cleomaceae","6"
"Boehmeria ramiflora Jacq.","Urticaceae","6"
"Boehmeria caudata Sw.","Urticaceae","6"
"Neoptychocarpus chocoensis A.H.Gentry & Forero","Salicaceae","6"
"Sonchus oleraceus L.","Asteraceae","6"
"Clidemia sericea D.Don","Melastomataceae","6"
"Spermacoce ocymifolia Willd.","Rubiaceae","6"
"Lupinus L.","Fabaceae","6"
"Oritrophium peruvianum (Lam.) Cuatrec.","Asteraceae","6"
"Hirtella racemosa var. racemosa","Chrysobalanaceae","5"
"Maxillaria nanegalensis Rchb.f.","Orchidaceae","5"
"Maxillaria caucana Schltr.","Orchidaceae","5"
"Homolepis glutinosa (Sw.) Zuloaga & Soderstr.","Poaceae","5"
"Humiriastrum (Urb.) Cuatrec.","Humiriaceae","5"
"Marsypianthes chamaedrys (Vahl) Kuntze","Lamiaceae","5"
"Annona reticulata L.","Annonaceae","5"
"Maripa Aubl.","Convolvulaceae","5"
"Marchantia chenopoda L.","Marchantiaceae","5"
"Hydrolea spinosa L.","Hydroleaceae","5"
"Maranta Plum. ex L.","Marantaceae","5"
"Manettia reclinata L.","Rubiaceae","5"
"Hymenophyllum myriocarpum Hook.","Hymenophyllaceae","5"
"Manekia incurva (Sieber ex Schult.) T.Arias, Callejas & Bornst.","Piperaceae","5"
"Mandevilla speciosa (Kunth) J.F.Morales","Apocynaceae","5"
"Malvaviscus penduliflorus Moc. & Sessé ex DC.","Malvaceae","5"
"Malvaviscus arboreus Cav.","Malvaceae","5"
"Hypopterygium tamariscinum (Hedw.) Brid.","Hypopterygiaceae","5"
"Malachra L.","Malvaceae","5"
"Magnolia wolfii (Lozano) Govaerts","Magnoliaceae","5"
"Ilex colombiana Cuatrec.","Aquifoliaceae","5"
"Ilex yurumanguinis Cuatrec.","Aquifoliaceae","5"
"Indigofera trita L.f.","Fabaceae","5"
"Mabea chocoensis Croizat","Euphorbiaceae","5"
"Inga lopadadenia Harms","Fabaceae","5"
"Inga marginata Kunth","Fabaceae","5"
"Lycoseris Cass.","Asteraceae","5"
"Lycopodium linifolium L.","Lycopodiaceae","5"
"Inga semialata (Vell.) Mart.","Fabaceae","5"
"Inga sertulifera subsp. sertulifera","Fabaceae","5"
"Inga umbellifera (Vahl) Steud. ex DC.","Fabaceae","5"
"Ipomoea carnea Jacq.","Convolvulaceae","5"
"Ipomoea purpurea (L.) Roth","Convolvulaceae","5"
"Lonicera L.","Caprifoliaceae","5"
"Iresine P.Browne","Amaranthaceae","5"
"Lithachne pauciflora (Sw.) P.Beauv.","Poaceae","5"
"Iryanthera hostmannii (Benth.) Warb.","Myristicaceae","5"
"Liliaceae","Liliaceae","5"
"Licania fuchsii Prance","Chrysobalanaceae","5"
"Jacaranda Juss.","Bignoniaceae","5"
"Jaegeria hirta (Lag.) Less.","Asteraceae","5"
"Juglans L.","Juglandaceae","5"
"Lepidopilum pallidonitens (Müll.Hal.) Paris","Pilotrichaceae","5"
"Justicia filibracteolata Lindau","Acanthaceae","5"
"Lasiacis ligulata Hitchc. & Chase","Poaceae","5"
"Lacmellea H.Karst.","Apocynaceae","5"
"Trentepohlia Martius, 1817","Trentepohliaceae","5"
"Acalypha schiedeana Schltdl.","Euphorbiaceae","5"
"Acalypha wilkesiana Müll.Arg.","Euphorbiaceae","5"
"Tournefortia polystachya Ruiz & Pav.","Heliotropiaceae","5"
"Torrentaria aquatica (A.Jaeger) Ochyra","Brachytheciaceae","5"
"Anthurium rotundistigmatum Croat","Araceae","5"
"Zamia L.","Zamiaceae","5"
"Anthurium testaceum Croat & R.A.Baker","Araceae","5"
"Tococa platyphylla Benth.","Melastomataceae","5"
"Anthurium warocqueanum T.Moore","Araceae","5"
"Aphelandra blandii Lindau","Acanthaceae","5"
"Aphelandra dolichantha Donn.Sm.","Acanthaceae","5"
"Aphelandra flava Nees","Acanthaceae","5"
"Aphelandra terryae Standl.","Acanthaceae","5"
"Aquifoliaceae","Aquifoliaceae","5"
"Archontophoenix alexandrae (F.Muell.) H.Wendl. & Drude","Arecaceae","5"
"Tibouchina urvilleana (DC.) Cogn.","Melastomataceae","5"
"Ardisia elliptica Thunb.","Primulaceae","5"
"Ardisia foetida Willd. ex Roem. & Schult.","Primulaceae","5"
"Xyris jupicai Rich.","Xyridaceae","5"
"Thuidium delicatulum (Hedw.) Schimp.","Thuidiaceae","5"
"Thoracocarpus bissectus (Vell.) Harling","Cyclanthaceae","5"
"Thibaudia Ruiz & Pav.","Ericaceae","5"
"Thibaudia rigidiflora A.C.Sm.","Ericaceae","5"
"Aristolochia L.","Aristolochiaceae","5"
"Themistoclesia dryanderae Sleumer","Ericaceae","5"
"Thelypteris opposita (M.Vahl) Ching","Thelypteridaceae","5"
"Asplenium cirrhatum Rich. ex Willd.","Aspleniaceae","5"
"Asplenium dissectum Sw.","Aspleniaceae","5"
"Tectona grandis L.f.","Lamiaceae","5"
"Tecoma stans var. stans","Bignoniaceae","5"
"Asplundia urophylla Harling","Cyclanthaceae","5"
"Tapura Aubl.","Dichapetalaceae","5"
"Tamarindus indica L.","Fabaceae","5"
"Talauma A.Juss.","Magnoliaceae","5"
"Tabernaemontana heterophylla Vahl","Apocynaceae","5"
"Aciotis polystachya (Bonpl.) Triana","Melastomataceae","5"
"Symphyogyna brasiliensis Nees","Pallaviciniaceae","5"
"Symphonia L.f.","Clusiaceae","5"
"Acisanthera quadrata Pers.","Melastomataceae","5"
"Bactris manriquei R.Bernal & Galeano","Arecaceae","5"
"Xanthosoma silverstonei Croat","Araceae","5"
"Bambusa tuldoides Munro","Poaceae","5"
"Stylosanthes Sw.","Fabaceae","5"
"Banara glauca (Humb., Bonpl. & Kunth) Benth.","Salicaceae","5"
"Barnadesia spinosa L.fil.","Asteraceae","5"
"Strychnos croatii Krukoff & Barneby","Loganiaceae","5"
"Stigmaphyllon ellipticum (Kunth) A.Juss.","Malpighiaceae","5"
"Begonia parviflora Poepp. & Endl.","Begoniaceae","5"
"Begonia sericoneura Liebm.","Begoniaceae","5"
"Beilschmiedia alloiophylla (Rusby) Kosterm.","Lauraceae","5"
"Stellaria ovata Willd. ex D.F.K.Schltdl.","Caryophyllaceae","5"
"Stelis spathulata Poepp. & Endl.","Orchidaceae","5"
"Berberis stuebelii Hieron.","Berberidaceae","5"
"Berberis vallensis L.A.Camargo","Berberidaceae","5"
"Stelis aprica Lindl.","Orchidaceae","5"
"Besleria nitens Fritsch","Gesneriaceae","5"
"Wurdastom hexamera (Wurdack) B.Walln.","Melastomataceae","5"
"Stachys lamioides Benth.","Lamiaceae","5"
"Acrostichum aureum L.","Pteridaceae","5"
"Spigelia L.","Loganiaceae","5"
"Sphyrospermum Poepp. & Endl.","Ericaceae","5"
"Blakea megaphylla Wurdack","Melastomataceae","5"
"Sphaerocystis R.Chodat, 1897","Sphaerocystidaceae","5"
"Spermacoce prostrata Aubl.","Rubiaceae","5"
"Spathiphyllum Schott","Araceae","5"
"Spathiphyllum grandifolium Engl.","Araceae","5"
"Boerhavia coccinea Mill.","Nyctaginaceae","5"
"Spathiphyllum fulvovirens Schott","Araceae","5"
"Solanum venosum Humb. & Bonpl. ex Dunal","Solanaceae","5"
"Brachiaria decumbens Stapf","Poaceae","5"
"Solanum nigrescens M.Martens & Galeotti","Solanaceae","5"
"Solanum lanceifolium Jacq.","Solanaceae","5"
"Solanum dimorphandrum S.Knapp","Solanaceae","5"
"Breutelia tomentosa (Sw. ex Brid.) A.Jaeger","Bartramiaceae","5"
"Browallia L.","Solanaceae","5"
"Brownea grandiceps Jacq.","Fabaceae","5"
"Brownea Jacq.","Fabaceae","5"
"Brugmansia arborea (L.) Steud.","Solanaceae","5"
"Brunellia farallonensis Cuatrec.","Brunelliaceae","5"
"Brunellia latifolia Cuatrec.","Brunelliaceae","5"
"Brunelliaceae","Brunelliaceae","5"
"Werauhia ringens (Griseb.) J.R.Grant","Bromeliaceae","5"
"Solanum anisophyllum Van Heurck & Müll.Arg.","Solanaceae","5"
"Solandra maxima (Moc. & Sessé) P.S.Green","Solanaceae","5"
"Bulbochaete C.Agardh, 1817","Oedogoniaceae","5"
"Sobralia violacea Linden ex Lindl.","Orchidaceae","5"
"Burmannia capitata (Walter ex J.F.Gmel.) Mart.","Burmanniaceae","5"
"Adiantum macrophyllum Sw.","Pteridaceae","5"
"Burmeistera ceratocarpa Zahlbr.","Campanulaceae","5"
"Burmeistera gravida (Gleason) E.Wimm.","Campanulaceae","5"
"Smilax mollis Humb. & Bonpl. ex Willd.","Smilacaceae","5"
"Bursera graveolens (Kunth) Triana & Planch.","Burseraceae","5"
"Byttneria mollis Kunth","Malvaceae","5"
"Sisyrinchium L.","Iridaceae","5"
"Cactaceae","Cactaceae","5"
"Cajanus cajan (L.) Huth","Fabaceae","5"
"Cajanus cajan (L.) Millsp.","Fabaceae","5"
"Caladium Vent.","Araceae","5"
"Sidastrum paniculatum (L.) Fryxell","Malvaceae","5"
"SH1239254.09FU","Coccomyxaceae","5"
"SH0971504.09FU","Symplocaceae","5"
"Calliandra purdiei Benth.","Fabaceae","5"
"Serpocaulon fraxinifolium (Jacq.) A.R.Sm.","Polypodiaceae","5"
"Callichlamys latifolia (Rich.) K.Schum.","Bignoniaceae","5"
"Serjania membranacea Splitg.","Sapindaceae","5"
"Aechmea gamosepala Wittm.","Bromeliaceae","5"
"Calypogeia Raddi","Calypogeiaceae","5"
"Aechmea tonduzii Mez & Pittier","Bromeliaceae","5"
"Senna macrophylla var. macrophylla","Fabaceae","5"
"Calyptranthes macrocarpa B.Holst & M.L.Kawas.","Myrtaceae","5"
"Campyloneurum brevifolium (Lodd. ex Link) Link","Polypodiaceae","5"
"Selaginella seemannii Baker","Selaginellaceae","5"
"Campyloneurum ophiocaulon (Klotzsch) Fée","Polypodiaceae","5"
"Selaginella haenkeana Spring","Selaginellaceae","5"
"Campylopus nivalis (Brid.) Brid.","Leucobryaceae","5"
"Campylopus pauper var. pauper","Leucobryaceae","5"
"Securidaca pubescens DC.","Polygalaceae","5"
