"scientific_name","family","taxonrank","gbif_rec"
"Stenospermation popayanense Schott","Araceae","SPECIES","1"
"Sticherus rubiginosus (Mett.) Nakai","Gleicheniaceae","SPECIES","1"
"Stigmaphyllon herbaceum Cuatrec.","Malpighiaceae","SPECIES","1"
"Stromanthe stromanthoides (J.F.Macbr.) L.Andersson","Marantaceae","SPECIES","1"
"Struthanthus leptostachyus (Kunth) G.Don","Loranthaceae","SPECIES","1"
"Stryphnodendron guianense (Aubl.) Benth.","Fabaceae","SPECIES","1"
"Stylogyne A.DC.","Primulaceae","GENUS","1"
"Stylosanthes humilis Kunth","Fabaceae","SPECIES","1"
"Stylosanthes scabra Vogel","Fabaceae","SPECIES","1"
"Styrax L.","Styracaceae","GENUS","1"
"Syagrus romanzoffiana (Cham.) Glassman","Arecaceae","SPECIES","1"
"Symbolanthus vasculosus (Griseb.) Gilg","Gentianaceae","SPECIES","1"
"Symphyotrichum laeve (L.) Á.Löve & D.Löve","Asteraceae","SPECIES","1"
"Syngonium angustatum Schott","Araceae","SPECIES","1"
"Syngonium podophyllum Schott","Araceae","SPECIES","1"
"Tabernaemontana grandiflora Jacq.","Apocynaceae","SPECIES","1"
"Tabernaemontana Plum. ex L.","Apocynaceae","GENUS","1"
"Tagetes erecta L.","Asteraceae","SPECIES","1"
"Tagetes minuta L.","Asteraceae","SPECIES","1"
"Talauma A.Juss.","Magnoliaceae","GENUS","1"
"Talinum paniculatum (Jacq.) Gaertn.","Talinaceae","SPECIES","1"
"Talisia macrophylla (Mart.) Radlk.","Sapindaceae","SPECIES","1"
"Tarenaya Raf.","Cleomaceae","GENUS","1"
"Taxiphyllum scalpellifolium (Müll.Hal.) Broth.","Hypnaceae","SPECIES","1"
"Tecoma capensis (Thunb.) Lindl.","Bignoniaceae","SPECIES","1"
"Tectaria Cav.","Tectariaceae","GENUS","1"
"Tectona grandis L.f.","Lamiaceae","SPECIES","1"
"Telipogon Kunth","Orchidaceae","GENUS","1"
"Telipogon latifolius Kunth","Orchidaceae","SPECIES","1"
"Telipogon williamsii P.Ortiz","Orchidaceae","SPECIES","1"
"Terpsichore semihirsuta (Klotzsch) A.R.Sm.","Polypodiaceae","SPECIES","1"
"Tessaria integrifolia Ruiz & Pav.","Asteraceae","SPECIES","1"
"Thalia geniculata L.","Marantaceae","SPECIES","1"
"Thelypteris funckii (Mett.) Alston","Thelypteridaceae","SPECIES","1"
"Thelypteris grandis var. pallescens (C.Chr.) A.R.Sm.","Thelypteridaceae","VARIETY","1"
"Themistoclesia dryanderae Sleumer","Ericaceae","SPECIES","1"
"Themistoclesia Klotzsch","Ericaceae","GENUS","1"
"Theobroma bicolor Humb. & Bonpl.","Malvaceae","SPECIES","1"
"Thevetia ahouai (L.) A.DC.","Apocynaceae","SPECIES","1"
"Thevetia peruviana (Pers.) K.Schum.","Apocynaceae","SPECIES","1"
"Thismia paradisiaca S.Guzm.","Burmanniaceae","SPECIES","1"
"Thuja L.","Cupressaceae","GENUS","1"
"Thunbergia erecta (Benth.) T.Anderson","Acanthaceae","SPECIES","1"
"Thunbergia fragrans Roxb.","Acanthaceae","SPECIES","1"
"Thunbergia mysorensis (Wight) T.Anderson","Acanthaceae","SPECIES","1"
"Thunbergia mysorensis (Wight) T.Anderson ex Bedd.","Acanthaceae","SPECIES","1"
"Thunbergia Retz.","Acanthaceae","GENUS","1"
"Thymus vulgaris L.","Lamiaceae","SPECIES","1"
"Thyrsacanthus tubaeformis (Bertol.) Nees","Acanthaceae","SPECIES","1"
"Tibouchina Aubl.","Melastomataceae","GENUS","1"
"Tibouchina longifolia (Vahl) Baill.","Melastomataceae","SPECIES","1"
"Tibouchina urvilleana (DC.) Cogn.","Melastomataceae","SPECIES","1"
"Tillandsia bartramii Elliott","Bromeliaceae","SPECIES","1"
"Tillandsia biflora Ruiz & Pav.","Bromeliaceae","SPECIES","1"
"Tillandsia confinis L.B.Sm.","Bromeliaceae","SPECIES","1"
"Tillandsia fasciculata Sw.","Bromeliaceae","SPECIES","1"
"Tillandsia L.","Bromeliaceae","GENUS","1"
"Tillandsia pruinosa Sw.","Bromeliaceae","SPECIES","1"
"Tipuana tipu (Benth.) Kuntze","Fabaceae","SPECIES","1"
"Topobea brachyura (Gleason) Wurdack","Melastomataceae","SPECIES","1"
"Tournefortia gigantifolia Killip ex J.S.Mill.","Heliotropiaceae","SPECIES","1"
"Tournefortia L.","Heliotropiaceae","GENUS","1"
"Tournefortia obovata Killip","Heliotropiaceae","SPECIES","1"
"Tovomita Aubl.","Clusiaceae","GENUS","1"
"Toxicodendron wallichii (Hook.fil.) Kuntze","Anacardiaceae","SPECIES","1"
"Trachypus bicolor var. viridulus (Mitt.) Zanten","Meteoriaceae","VARIETY","1"
"Tradescantia Ruppius ex L.","Commelinaceae","GENUS","1"
"Tradescantia zebrina var. zebrina","Commelinaceae","VARIETY","1"
"Trentepohlia aurea (L.) C.F.P.Martius","Trentepohliaceae","SPECIES","1"
"Trianaea speciosa (Drake) Soler.","Solanaceae","SPECIES","1"
"Trichogonia arguta (Kunth) Benth. & Hook.fil. ex Klatt","Asteraceae","SPECIES","1"
"Trichomanes lucens Sw.","Hymenophyllaceae","SPECIES","1"
"Trichosalpinx chamaelepanthes (Rchb.f.) Luer","Orchidaceae","SPECIES","1"
"Trimezia martinicensis (Jacq.) Herb.","Iridaceae","SPECIES","1"
"Trimezia northiana (Schneev.) Ravenna","Iridaceae","SPECIES","1"
"Triphasia trifolia (Burm.fil.) P.Wilson","Rutaceae","SPECIES","1"
"Triplaris americana L.","Polygonaceae","SPECIES","1"
"Triplaris cumingiana Fisch. & C.A.Mey. ex C.A.Mey.","Polygonaceae","SPECIES","1"
"Triplaris Loefl. ex L.","Polygonaceae","GENUS","1"
"Triplaris weigeltiana (Rchb.) Kuntze","Polygonaceae","SPECIES","1"
"Tropaeolum deckerianum Moritzi & Karst.","Tropaeolaceae","SPECIES","1"
"Trophis caucana (Pittier) C.C.Berg","Moraceae","SPECIES","1"
"Urera caracasana (Jacq.) Gaudich. ex Griseb.","Urticaceae","SPECIES","1"
"Urera eggersii Hieron.","Urticaceae","SPECIES","1"
"Urera Gaudich.","Urticaceae","GENUS","1"
"Urochloa mutica (Forssk.) T.Q.Nguyen","Poaceae","SPECIES","1"
"Vaccinium L.","Ericaceae","GENUS","1"
"Valeriana L.","Caprifoliaceae","GENUS","1"
"Vallesia glabra (Cav.) Link","Apocynaceae","SPECIES","1"
"Varronia cylindristachya Ruiz & Pav.","Cordiaceae","SPECIES","1"
"Varronia cylindrostachya Ruiz & Pav.","Cordiaceae","SPECIES","1"
"Varronia polycephala Lam.","Cordiaceae","SPECIES","1"
"Vasconcellea cauliflora (Jacq.) A.DC.","Caricaceae","SPECIES","1"
"Vasconcellea longiflora (V.M.Badillo) V.M.Badillo","Caricaceae","SPECIES","1"
"Vasconcellea sphaerocarpa (Garcia-Barr. & Hern.Cam.) V.M.Badillo","Caricaceae","SPECIES","1"
"Verbena hispida Ruiz & Pav.","Verbenaceae","SPECIES","1"
"Verbesina crassicaulis S.F.Blake","Asteraceae","SPECIES","1"
"Verbesina crassiramea S.F.Blake","Asteraceae","SPECIES","1"
"Vernonanthura patens (Kunth) H.Rob.","Asteraceae","SPECIES","1"
"Vernonia Schreb.","Asteraceae","GENUS","1"
"Veronica L.","Plantaginaceae","GENUS","1"
"Viburnum tinoides L.fil.","Viburnaceae","SPECIES","1"
"Vigna longifolia (Benth.) Verdc.","Fabaceae","SPECIES","1"
"Viola L.","Violaceae","GENUS","1"
"Vismia Vand.","Hypericaceae","GENUS","1"
"Voyria aphylla (Jacq.) Pers.","Gentianaceae","SPECIES","1"
"Wallisia cyanea Barfuss & W.Till","Bromeliaceae","SPECIES","1"
"Waltheria americana L.","Malvaceae","SPECIES","1"
"Washingtonia filifera (Rafarin) H.Wendl. ex de Bary","Arecaceae","SPECIES","1"
"Wedelia Jacq.","Asteraceae","GENUS","1"
"Wedelia stuebelii Hieron.","Asteraceae","SPECIES","1"
"Weinmannia balbisiana Kunth","Cunoniaceae","SPECIES","1"
"Weinmannia elliptica Kunth","Cunoniaceae","SPECIES","1"
"Weinmannia L.","Cunoniaceae","GENUS","1"
"Weinmannia latifolia C.Presl","Cunoniaceae","SPECIES","1"
"Weinmannia laurina Kunth","Cunoniaceae","SPECIES","1"
"Weinmannia mariquitae Szyszyl.","Cunoniaceae","SPECIES","1"
"Weinmannia ovalis Ruiz & Pav. ex López","Cunoniaceae","SPECIES","1"
"Weinmannia pubescens var. pubescens","Cunoniaceae","VARIETY","1"
"Weissia ligulaefolia (E.B.Bartram) Grout","Pottiaceae","SPECIES","1"
"Witheringia L'Hér.","Solanaceae","GENUS","1"
"Witheringia solanacea L'Hér.","Solanaceae","SPECIES","1"
"Xanthosoma daguense Engl.","Araceae","SPECIES","1"
"Xanthosoma hylaeae Engl. & K.Krause","Araceae","SPECIES","1"
"Xanthosoma sagittifolium (L.) Schott","Araceae","SPECIES","1"
"Xanthosoma undipes (K.Koch & C.D.Bouché) K.Koch","Araceae","SPECIES","1"
"Xylobium Lindl.","Orchidaceae","GENUS","1"
"Xyris subulata Ruiz & Pav.","Xyridaceae","SPECIES","1"
"Zamia L.","Zamiaceae","GENUS","1"
"Zanthoxylum monophyllum (Lam.) P.Wilson","Rutaceae","SPECIES","1"
"Zea mays L.","Poaceae","SPECIES","1"
"Zephyranthes carinata Herb.","Amaryllidaceae","SPECIES","1"
"Zeugites americanus Willd.","Poaceae","SPECIES","1"
"Zingiber officinale Roscoe","Zingiberaceae","SPECIES","1"
"Zingiberaceae","Zingiberaceae","FAMILY","1"
"Zornia diphylla (L.) Pers.","Fabaceae","SPECIES","1"
"Zornia J.F.Gmel.","Fabaceae","GENUS","1"
"Zornia latifolia Sm.","Fabaceae","SPECIES","1"
"Abarema barbouriana var. barbouriana","Fabaceae","VARIETY","1"
